1400_1.png,38.21,0.997
1400_10.png,36.74,0.991
1400_2.png,38.65,0.997
1400_3.png,38.56,0.996
1400_4.png,38.61,0.996
1400_5.png,38.53,0.995
1400_6.png,38.10,0.994
1400_7.png,37.79,0.994
1400_8.png,37.76,0.993
1400_9.png,37.33,0.992
1401_1.png,40.92,0.997
1401_10.png,36.46,0.991
1401_2.png,41.03,0.997
1401_3.png,40.32,0.996
1401_4.png,39.46,0.996
1401_5.png,38.49,0.995
1401_6.png,37.77,0.994
1401_7.png,37.49,0.994
1401_8.png,36.78,0.993
1401_9.png,37.00,0.992
1402_1.png,41.84,0.997
1402_10.png,35.01,0.992
1402_2.png,41.59,0.997
1402_3.png,40.28,0.996
1402_4.png,38.99,0.996
1402_5.png,38.08,0.995
1402_6.png,38.00,0.995
1402_7.png,36.82,0.994
1402_8.png,36.67,0.994
1402_9.png,36.13,0.993
1403_1.png,39.19,0.997
1403_10.png,35.94,0.993
1403_2.png,39.64,0.997
1403_3.png,38.39,0.996
1403_4.png,37.54,0.996
1403_5.png,37.26,0.995
1403_6.png,37.32,0.995
1403_7.png,37.75,0.995
1403_8.png,36.45,0.994
1403_9.png,36.77,0.994
1404_1.png,40.00,0.996
1404_10.png,37.42,0.992
1404_2.png,39.83,0.996
1404_3.png,39.96,0.996
1404_4.png,39.78,0.996
1404_5.png,39.44,0.995
1404_6.png,39.12,0.995
1404_7.png,39.09,0.994
1404_8.png,38.52,0.994
1404_9.png,38.09,0.993
1405_1.png,40.13,0.997
1405_10.png,35.46,0.992
1405_2.png,39.65,0.997
1405_3.png,38.78,0.996
1405_4.png,38.83,0.996
1405_5.png,38.31,0.995
1405_6.png,37.96,0.995
1405_7.png,36.56,0.994
1405_8.png,36.40,0.993
1405_9.png,35.95,0.993
1406_1.png,39.79,0.996
1406_10.png,33.81,0.990
1406_2.png,39.01,0.996
1406_3.png,38.00,0.995
1406_4.png,37.15,0.994
1406_5.png,36.92,0.994
1406_6.png,36.10,0.993
1406_7.png,35.29,0.992
1406_8.png,34.88,0.991
1406_9.png,34.52,0.991
1407_1.png,40.93,0.998
1407_10.png,37.10,0.993
1407_2.png,40.59,0.997
1407_3.png,40.12,0.997
1407_4.png,39.67,0.996
1407_5.png,39.73,0.996
1407_6.png,39.14,0.995
1407_7.png,38.56,0.995
1407_8.png,37.95,0.994
1407_9.png,37.69,0.994
1408_1.png,41.08,0.998
1408_10.png,37.01,0.995
1408_2.png,40.89,0.998
1408_3.png,40.65,0.998
1408_4.png,39.74,0.997
1408_5.png,39.45,0.997
1408_6.png,39.19,0.997
1408_7.png,38.87,0.996
1408_8.png,37.99,0.996
1408_9.png,37.76,0.995
1409_1.png,38.06,0.997
1409_10.png,33.96,0.992
1409_2.png,37.75,0.996
1409_3.png,37.00,0.996
1409_4.png,36.08,0.995
1409_5.png,36.48,0.995
1409_6.png,35.38,0.994
1409_7.png,35.25,0.994
1409_8.png,35.00,0.993
1409_9.png,34.49,0.992
1410_1.png,38.10,0.996
1410_10.png,34.27,0.989
1410_2.png,37.27,0.996
1410_3.png,36.19,0.995
1410_4.png,36.53,0.994
1410_5.png,36.23,0.994
1410_6.png,35.73,0.993
1410_7.png,35.93,0.993
1410_8.png,35.37,0.991
1410_9.png,35.04,0.991
1411_1.png,41.19,0.995
1411_10.png,36.49,0.986
1411_2.png,40.92,0.994
1411_3.png,40.98,0.994
1411_4.png,40.08,0.992
1411_5.png,39.53,0.992
1411_6.png,38.73,0.990
1411_7.png,37.98,0.990
1411_8.png,37.56,0.989
1411_9.png,37.20,0.988
1412_1.png,38.21,0.994
1412_10.png,34.49,0.987
1412_2.png,38.11,0.994
1412_3.png,37.36,0.993
1412_4.png,36.70,0.992
1412_5.png,36.13,0.991
1412_6.png,36.46,0.991
1412_7.png,35.47,0.989
1412_8.png,35.44,0.989
1412_9.png,34.70,0.988
1413_1.png,40.19,0.996
1413_10.png,33.99,0.986
1413_2.png,39.38,0.995
1413_3.png,38.70,0.995
1413_4.png,38.62,0.994
1413_5.png,37.26,0.993
1413_6.png,37.13,0.992
1413_7.png,36.38,0.991
1413_8.png,35.57,0.990
1413_9.png,34.51,0.988
1414_1.png,39.97,0.996
1414_10.png,36.28,0.991
1414_2.png,39.87,0.996
1414_3.png,38.86,0.996
1414_4.png,38.64,0.995
1414_5.png,38.42,0.994
1414_6.png,37.75,0.993
1414_7.png,37.24,0.993
1414_8.png,36.11,0.992
1414_9.png,36.24,0.992
1415_1.png,36.40,0.996
1415_10.png,33.61,0.989
1415_2.png,35.94,0.995
1415_3.png,36.26,0.994
1415_4.png,35.43,0.994
1415_5.png,35.49,0.993
1415_6.png,34.76,0.992
1415_7.png,33.49,0.991
1415_8.png,33.60,0.990
1415_9.png,33.65,0.989
1416_1.png,35.77,0.997
1416_10.png,33.52,0.993
1416_2.png,35.73,0.997
1416_3.png,35.22,0.996
1416_4.png,35.48,0.996
1416_5.png,35.13,0.995
1416_6.png,34.79,0.995
1416_7.png,34.43,0.994
1416_8.png,34.22,0.994
1416_9.png,33.84,0.993
1417_1.png,40.47,0.998
1417_10.png,37.19,0.995
1417_2.png,41.07,0.998
1417_3.png,39.94,0.998
1417_4.png,39.50,0.997
1417_5.png,38.96,0.997
1417_6.png,38.29,0.997
1417_7.png,38.25,0.997
1417_8.png,37.68,0.996
1417_9.png,37.27,0.996
1418_1.png,39.58,0.998
1418_10.png,36.73,0.994
1418_2.png,40.15,0.998
1418_3.png,38.62,0.997
1418_4.png,39.15,0.997
1418_5.png,39.00,0.997
1418_6.png,38.17,0.996
1418_7.png,37.94,0.996
1418_8.png,37.69,0.995
1418_9.png,37.72,0.995
1419_1.png,41.54,0.998
1419_10.png,37.48,0.995
1419_2.png,40.56,0.998
1419_3.png,40.37,0.998
1419_4.png,39.83,0.997
1419_5.png,39.57,0.997
1419_6.png,39.07,0.996
1419_7.png,38.47,0.996
1419_8.png,38.33,0.996
1419_9.png,37.79,0.995
1420_1.png,38.90,0.997
1420_10.png,36.43,0.992
1420_2.png,39.28,0.997
